fpType,relIndex,absIndex,fpName,smarts
insilico,3703,12900,Un12900,O[cH0]1:[cH1]:[cH0]([CH1]([#6])O[cH0](:[#6]):[#6]):[cH1]:[cH1]:[cH0]1O
insilico,3704,12901,Un12901,[cH1]1[cH1][cX3]([cH1][cH1][cH0]1[CH2][CH1]([CX3](=[OH0]))[NH1][CH0](=[OH0])[CX4])
insilico,3705,12903,Un12903,[CX4][CH2][NH1][CH0](=[OH0])[cX3]([cH1][cX3](a))a
insilico,3706,12904,Un12904,O[cH0](:[#6]):[cH1]:[cH0](:o:[#6]):[#6]
insilico,3707,12907,Un12907,[CX4][NH0]([CH2][CH2][CX4])[CX3][CX4]
insilico,3708,12909,Un12909,[cX3](a)([cX3](a)[CH0](=[OH0])[CX4])[OH1]
insilico,3709,12910,Un12910,[cH1]([cX3](a))[cH0]([cX3]([cX3](a)))[CX3](=[OH0])
insilico,3710,12913,Un12913,[CH3][CH1]([CH1]([CH1]([#6])O)[#6])[#6]
insilico,3711,12914,Un12914,[#6][CH1]=[CH1][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][#6]
insilico,3712,12915,Un12915,[#6][CH2][cH0](:[#6]):[cH0](:[cH1]:[#6])[#6]
insilico,3713,12917,Un12917,O=[CH0]([CH0]1=[CH1]O[CH1]([#6]([CH1]1[#6]))O[CH1]1[CH1]([CH1]([CH1]([CH1](O1)[CH2]O)O)O)O)O[CH3]
insilico,3714,12921,Un12921,O[cH0](:[cH0](:[#6])[#8]):[cH0]([#8]):[#6]
insilico,3715,12922,Un12922,[CX3](=[OH0])[cX3]([cH0]([cX3]a)[OH0][CX4])a
insilico,3716,12923,Un12923,O=[CH0]([CH2]O[cH0](:[cH1]:[cH1]:[#6]):[#6])N
insilico,3717,12928,Un12928,[CX4]([CX4][CX3])[OH0][CX3][CH3]
insilico,3718,12931,Un12931,O[cH0]1:[cH1]:[cH1]:[cH0](:[cH1]:[cH0]1O)[CH0](=O)[#8]
insilico,3719,12933,Un12933,O=[CH0]([#8])[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH0]1N[CH0](=O)[#6]
insilico,3720,12939,Un12939,O=[CH0]([#6])[cH0]1:[cH1]:[cH1]:[cH0](:[cH1]:[cH1]1)O
insilico,3721,12940,Un12940,[CH3][CH1]([CH1]([#6])O[#6])O
insilico,3722,12942,Un12942,O=[CH0]([#6])O[CH2][CH2]O[#6]
insilico,3723,12947,Un12947,[cX3]([cX3]([cX3](a)))([cX3]([nX2]a))
insilico,3724,12950,Un12950,[OX2][cH0]1[cH1][cH0]([cH1][cX3]([cX3]1))[CH2][CX4]([CX4])
insilico,3725,12953,Un12953,[#8]=[CH0]([cH0](:[#6]):[#6])N[cH0](:[#6]):[cH1]:[cH1]:[#6]
insilico,3726,12963,Un12963,[#6][CH1]1[CH1]([CH1]([#6][#6](O1))O[CH3])O[#6]
insilico,3727,12964,Un12964,[#8]=[CH0]([CH1]=[CH1][cH0]1:[cH1]:[cH1]:[#6]:[cH1]:[cH1]1)[cH0](:[#6]):[cH1]:[#6]
insilico,3728,12967,Un12967,[CX4][OH0][CH0]([CX4])=[OH0]
insilico,3729,12971,Un12971,[CX4][CH1]([CX4])[CX4]([CH2][CH2][CX3]=[OH0])[CH3]
insilico,3730,12973,Un12973,[CX3][cH0]1[cX3]([nH1][cH0]2[cH1][cH1][cH1][cH1][cH0]21)
insilico,3731,12975,Un12975,[CX3](=[OH0])[OH0][CH1]1[CH1]([CH1]([CH1]([CH1]([OH0]1)[CX4])[OH1])[OH1])[OH1]
insilico,3732,12976,Un12976,[cH1]1[cH1][cH0]([cX3]([cH1][cH0]1[NH1][CH0](=[OH0])[CX4]))[FH0]
insilico,3733,12977,Un12977,[CX4]1[CX4]([CH2][CX4]([OH0][CH1]1[CX4]))
insilico,3734,12979,Un12979,[CX4][NH0]1[CH2][CX4]([CH2][CH2][CX4]1)
insilico,3735,12980,Un12980,[cH1]1:[cX3]:[cH1]:[cH0](:[cH0](:[cX3]1)[#6])[#8]
insilico,3736,12983,Un12983,[CX4]([CX4]([CH1]([CX4]([CX3]))[OH1]))
insilico,3737,12984,Un12984,[CX4][NX3]([CH2][CH2][cH0]1[cH1][cH1][cH1][cH1][cX3]1)
insilico,3738,12986,Un12986,[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][#6]
insilico,3739,12988,Un12988,[#6][CH0](=[CH1][CH2][cH0]1:[cH0]([#8]):[cH1]:[cH1]:[#6](:[#6]1))[CH3]
insilico,3740,12995,Un12995,[#7]:[cH0](N[#6]):n:[cH1]:[#6]
insilico,3741,12997,Un12997,[cX3]1[cX3][cX3](a)[cX3](a)[cH1][cH1]1
insilico,3742,13003,Un13003,[cX3]1[cH1][cX3]([cH0]([cH0]([cH1]1)[OX2])[CX4])
insilico,3743,13004,Un13004,[CH2]([CX4][NH1][CX3][CX4])[SX2]
insilico,3744,13006,Un13006,[CX4]([CX4]([CX4]([CX4]([CX4][NX3]))))[NH2]
insilico,3745,13011,Un13011,[#8]=[CH0]([cH0]1:[cH1]:[cH0]([#8]):[cH0](:[#6](:[#6]1))[#8])[#7]
insilico,3746,13013,Un13013,[CX4][CX4][CX4]([CX4])([CX4][CX4])
insilico,3747,13015,Un13015,[#8]=[CH0]([#6])N[CH1]([CH2][CH2][CH2][#6])[#6]
insilico,3748,13016,Un13016,[CH3][CH0]([CH1]([#6])[#8])([CH3])O
insilico,3749,13017,Un13017,[CX4]([CX4])[NH0]([CX4])[CH0](=[OH0])[CH1]([NX3])[CX4]([CH3])
insilico,3750,13019,Un13019,[CH3][CH1]1[CH2][#6]([#6]([CH1]1O))
insilico,3751,13021,Un13021,[CH3][CH2][#8]
insilico,3752,13022,Un13022,[CX4][NH1][CH2][CX4][OH1]
insilico,3753,13030,Un13030,[NX3][CX4]([CH2][CH2][OX2])
insilico,3754,13031,Un13031,[#8][cH0]1:[cH0]([#8]):[#6]:[cH0](:[cH1]:[cH1]1)[CH2][#6]
insilico,3755,13034,Un13034,[cX3](a)([OX2])[cX3](a)[ClH0]
insilico,3756,13036,Un13036,[cX3](a)[cH0]([cH1][cH1][cX3]a)[CX4]
insilico,3757,13037,Un13037,O=[CH0]([CH0](=[CH1][#6])[#6])[#8]
insilico,3758,13038,Un13038,[CX4]([CH1]([CX4][OH1])[NX3])
insilico,3759,13041,Un13041,[CX4][CX4]1([CX4][CH2][CX4]([CH2][CX4]1))
insilico,3760,13044,Un13044,[CX3](=[CH1][CH2][cH0]1[cX3]([cH1][cX3]([cH0]([cX3]1)[CX3])))[CH3]
insilico,3761,13045,Un13045,[CH3][cH0](:n:[#6]):[cH1]:[#6]
insilico,3762,13046,Un13046,[CX3][CH0](=[OH0])[CX4][CH3]
insilico,3763,13048,Un13048,[CH3]N1[CH2][#6][#6][CH2][CH2]1
insilico,3764,13049,Un13049,[CH2]1[cH0](:[#6]):[cH0](:[cH1]:[#6])[#6][#6]1
insilico,3765,13054,Un13054,O=[CH0](N[CH1]([CH2][#6])[#6])[CH1]([CH2][CH2][#6])N
insilico,3766,13057,Un13057,N[CH1]([CH2][CH2][CH2][#7])[#6]
insilico,3767,13058,Un13058,[CH3][CH1]([#6])N([CH0]([#6])=[#8])[CH3]
insilico,3768,13060,Un13060,[cX3](a)[cH1][cH1][cX3](a)-[cH0]([cX3](a)-a)[cX3]a
insilico,3769,13061,Un13061,[NX3][CH1]([CH0](=[OH0])[NX3])[CX4]([CH3])
insilico,3770,13062,Un13062,[cX3](a)[cX3](a)[cX3]([cX3](a)[CH2][CX3](=[OH0]))
insilico,3771,13063,Un13063,[CX4]([CH1]([CX4])[OH1])[OH0][CX4][CX3]
insilico,3772,13067,Un13067,[cX3](a)(a)[CX4][OH0][CX4]([CX4][OH1])
insilico,3773,13071,Un13071,[cX3]1[cH0]([cH1][cH1][cH0]([cX3]1)[CX4][CX4])[OH1]
insilico,3774,13072,Un13072,[cX3]1[cH1][cX3]([cH0]([cH1][cH1]1)[nH0][cX3]([cX3](a)[cX3]a)a)a
insilico,3775,13073,Un13073,[CX4][CH1]([OH0][CX4][CX3](=[OH0]))[OH0][CX4]
insilico,3776,13075,Un13075,[CH2]([CH2][CX4][cX3]([cH1][cX3]([cX3](a)))a)[CX4]
insilico,3777,13077,Un13077,[CX4]([CX4]([CH1]1[CX4][CX4]([CX4]([CH2][CH2]1))))[CX4]([CX4])
insilico,3778,13079,Un13079,[NX3][CX4]([CH2][SH0][CX4])
insilico,3779,13080,Un13080,O=[CH0]([CH1]([CH2][CH2][CH2]N=[CH0](N)N)N)N[#6]
insilico,3780,13082,Un13082,[nX2](a)[cH1][cX3](a)[CH0]([OH0][CX4])=[OH0]
insilico,3781,13085,Un13085,O=[CH0]([cH0](:[cH0]([#6]):[#6]):[#6])O[#6]
insilico,3782,13089,Un13089,[CX4]([CX4][cH0]1[cH1][cH1][cH0]([cH1][cH1]1)[OX2])[CX3]=[OH0]
insilico,3783,13090,Un13090,[NX3]1[CH2][CH2][cH0]([cX3]a)[cX3](a)[CX4]1
insilico,3784,13091,Un13091,[CH3][CH0]([CH1]([CH1]([#6])[#8])O)([#6])[#6]
insilico,3785,13093,Un13093,[nX2](a)[nH1][nX2]a
insilico,3786,13094,Un13094,[cX3](a)[cX3]([cX3](a)[CX4][CX3](=[CX3]))
insilico,3787,13096,Un13096,[CH3][CH0]([CH1]([#6])O)([#6])[CH2]O
insilico,3788,13099,Un13099,[cX3]1[cH0]([cH0]([cX3]([cX3]([cH0]1[CX4])))[OH0][CH3])[OH0][CH3]
insilico,3789,13100,Un13100,[NX3][cX3](a)[nH0][cX3]([nH0][cX3](a))
insilico,3790,13105,Un13105,[CH3][CH2][NH0]([CX4])[CH2][CX4]
insilico,3791,13106,Un13106,[cH1]1[cH1][cX3]([cH1][cH1][cH0]1-[cH0]([cX3]([cX3]a))[cH1][cX3]a)
insilico,3792,13109,Un13109,[CH3][cH0]1:[cH1]:[cH0](:[cH0](:[#6](:[cH1]1))[#8])[#6]
insilico,3793,13113,Un13113,[CX4]([CH3])[cH0]1[cH1][cH1][cH0]([cH1][cH1]1)[CX4]
insilico,3794,13114,Un13114,[NX3][CX4]([CH1]([CH1]([CX4][CX4])[OH1])[OH1])
insilico,3795,13116,Un13116,[#6][CH2]O[cH0]1:[cH1]:[#6](:[cH0](:[cH1]:[cH1]1)[#7])
insilico,3796,13117,Un13117,[#8]=S([cH0](:[#6]):[#6])(=O)N[CH1]([#6])[#6]
insilico,3797,13120,Un13120,[CX3](=[OH0])[NX3][cH0]1[cH1][cH1][cH1][cH1][cX3]1
insilico,3798,13124,Un13124,[cX3](a)[cH1][cX3]([nH0][cX3](a)[CX4])
insilico,3799,13126,Un13126,[CX4][cH0]([cX3](a)[OX2])[cH0]([cX3]a)[OH1]
insilico,3800,13130,Un13130,O=[CH0]([CH0]([CH1]([#6])[#6])=[#6])O
insilico,3801,13132,Un13132,[cH1]1[cH1][cX3]([cH1][cH1][cH0]1-[cX3]([cX3]([cX3]([cX3]a)))a)
insilico,3802,13136,Un13136,[#8][cH0]1:[cH0](:[cH1]:[cH0]([CH0]([#8])=[#8]):[cH1]:[cH0]1[#8])[#8]
insilico,3803,13144,Un13144,[CX3](=[OH0])[CX4]1([CX4]([CH2][CH1]2[CX4]1([CH2][CH1]([CX4]1([CH1]2[CH2][CX4]([CH0](=[CX3])[CX4]1[CH3])))[OH1])))
insilico,3804,13145,Un13145,O[cH0](:[cH0](:[#6])F):[#6]
insilico,3805,13149,Un13149,[#8]=[CH0]([cH0]1:[#6]:[#6](:[cH1]:[cH1]:[cH1]1))[#7]
insilico,3806,13155,Un13155,[CX4]([CX4][CX4]([CX3]))([CX4]([CX4]))[CH3]
insilico,3807,13157,Un13157,[CX4][CX4][nH0]1[cH1][nH0][cX3]([cX3]1)
insilico,3808,13160,Un13160,[NX3]([cH0]([nH0][cX3](a)[NH2])[cX3](a))
insilico,3809,13161,Un13161,[CH3][CX4]([CH2][CH1]([CX4])[OX2])
insilico,3810,13162,Un13162,[CH3][CH0](=[#8])N[CH2][#6]
insilico,3811,13163,Un13163,[#6]=[CH1][CH2][CH2][CH2][CH2][CH2][CH2][CH2][#6]
insilico,3812,13164,Un13164,[#8]=[CH0]([CH1](N[CH2][#6])[CH2][#6])[#8]
insilico,3813,13165,Un13165,O=[CH0]([CH1]([#6])N[CH0](=O)[CH1]([CH2][#6])N)O
insilico,3814,13166,Un13166,[cX3]1[cH0]([cH1][cH1][cH1][cX3]1)[CH0](=[OH0])[cH0]([cX3]a)[cX3]a
insilico,3815,13167,Un13167,[#6][CH2][CH2][CH2][CH2][cH0](:[cH1]:[#6]):[cH1]:[#6]
insilico,3816,13169,Un13169,[#6][cH0]1:[cH1]:[cH0](:[cH1]:[cX3](:[cX3]1))O[CH3]
insilico,3817,13170,Un13170,[CX4]([CX4]([CX4]))[CX4][OH0][cX3]([cX3]a)a
insilico,3818,13171,Un13171,[CH3]N[CH0](=O)[#7]
insilico,3819,13173,Un13173,[cX3]1[cH1][cH1][cH1][cH0]([cH1]1)[CX4]
insilico,3820,13178,Un13178,O=[CH0]([#7])[CH2]S[cH0]1:n:[cH0](:n:[#6]):[cH0](:[#6]):n1
insilico,3821,13180,Un13180,[cX3](a)[cX3](a)-[cH0]1[cH1][cX3]([cH0]([cX3]([cH1]1))[OH0][CH3])
insilico,3822,13181,Un13181,[OX2][cH0]([cX3]([cX3]([cX3](a)[OH0][CH3])))[cX3]a
insilico,3823,13183,Un13183,[#8]=[CH0](N([CH1]([#6])[CH0](=O)[#8])[#6])[CH1]([#6])[#7]
insilico,3824,13184,Un13184,[CH3][CH1]([CX4])[CH1]1[CH2][CH2][CH1]2[CH0]1([CX4]([CH2][CH1]1[CH1]2[CX4]([CH2][CH1]2[CH0]1([CH2][CH2][CH1]([CH2]2)[OH1])[CH3])))[CH3]
insilico,3825,13185,Un13185,[#8][cH0]1:[cH0](:[#6](:[#6]:[cH0]([CH2][#6]):[cH1]1))[#6]
insilico,3826,13187,Un13187,[CX4]([CX4][OH1])[OH0][CH1]1[CH1]([CX4]([CX4]([CH2][OH0]1)))[OH1]
insilico,3827,13188,Un13188,[CX4][cH0]1[cH1][cX3]([cX3]([cH0]([cH1]1)[BrH0]))
insilico,3828,13190,Un13190,[CX3][NH1][CX4]([CX4]([CX4][OH1]))
insilico,3829,13191,Un13191,[cH1]1:[cH0]([#6]):[cH1]:[cH0](:[cX3](:[cX3]1))[#8]
insilico,3830,13192,Un13192,[CX4]([CX3][NX3][CX4]([CH2][CX4]))[NX3]
insilico,3831,13194,Un13194,[cX3](a)[cH0]([cX3]a)[NH1][cH0]([nH0][cX3]a)[cX3](a)a
insilico,3832,13197,Un13197,n1:[cH0]2:[cH1]:[cH1]:[cH1]:[cH1]:[cH0]2:[cX3](:[cX3]:[cX3]1)
insilico,3833,13200,Un13200,[cX3]1[cH1][cH0]([cH1][cX3]([cH0]1[CX3]))[OH0][CH3]
insilico,3834,13202,Un13202,[cX3]([cX3](a)[CH0]([FH0])([FH0])[FH0])a
insilico,3835,13204,Un13204,[CX4]1[CH2][CH1]([CH1]2[CH2][CX4]([CH0](=[CX3])[CX4]([CX4]2)[CH3]))[CX4]([CX4]1)[CH3]
insilico,3836,13210,Un13210,[cX3](a)[cH0]([cH1][cX3]a)-[cX3]([cH1][cX3]([cX3]a))a
insilico,3837,13211,Un13211,[NX3][CX4][CH2][cH0]1[cH1][nX3]([cH0]2[cH1][cH1][cH1][cX3][cH0]12)
insilico,3838,13215,Un13215,O[cH0]1:[cH1]:[cH0](:[cH0]([#6]):[cX3](:[cX3]1))O
insilico,3839,13219,Un13219,[CH3][CH0]([#6])([CH1]1[CH2][CH2][CH0]([CH1]([#6])[CH1]1[#6])([#6])[#6])[CH2][#6]
insilico,3840,13221,Un13221,[CX3](=[OH0])[NH1][CX4]([CX4]([CX3]))
insilico,3841,13222,Un13222,O=[N+]([cH0](:[cH1]:[cH0]([#7]):[#6]):[#6])[#8-]
insilico,3842,13224,Un13224,[CH3]O[cH0]1:[cX3](:[cH0](:[cH1]:[cH1]:[cH1]1)[#8])
insilico,3843,13225,Un13225,[CH2]([CH2][NH0]([CX4])[CX4])[NH0]([CX4])[CX4]
insilico,3844,13227,Un13227,[#8]=[CH0]([cH0](:[#6]):[cH1]:[cH1]:[#6])[CH1]([CH3])[#7]
insilico,3845,13228,Un13228,[CX3](=[OH0])[CH1]=[CX3][CX4]([CX4]([CH2][CX4])[CH3])
insilico,3846,13229,Un13229,O[CH1]1[CH1]([CH1]([CH1]([CH3])O[CH1]1O[CH1]([CH1]([CH1]([#6])O)O)[#6])O)O
insilico,3847,13234,Un13234,[cX3]1[cH1][cX3]([cX3]([cH0]([cX3]1)-[cH0]1[cH1][cH1][cH1][cH1][cX3]1))
insilico,3848,13237,Un13237,[CX3](=[NH0][CX4])[NX3]
insilico,3849,13238,Un13238,[cH1]([cH1][cX3]([cX3]([cH0]([cX3]a)[NX3]))a)[cX3]a
insilico,3850,13240,Un13240,[CX4]([cH0]1[cH1][cX3]([cH0]([cH0]([cH1]1)[OX2])[OH1]))
insilico,3851,13242,Un13242,O=[CH0]([#6])[CH2][CH0]([#6])([#6])[CH3]
insilico,3852,13243,Un13243,O[CH1]1[#6]([#6]([CH1]([cH0]2:[cH0](:[cH1]:[cH0](:[cH0]([#6]):[cH0]2[#8])[#8])O)O[CH1]1[CH2]O))
insilico,3853,13244,Un13244,O=[CH0]([#6])N[cH0]1:[cH1]:[cH1]:[#6](:[cH1]:[cH1]1)
insilico,3854,13245,Un13245,O=[CH0]([#8])[cH0]1:[#6]:[#6](:[cH0](:[cH1]:[cH1]1)[#8])
insilico,3855,13246,Un13246,[cH1]1:[cH1]:[cX3]:[cH0]2:[cX3](:[cH1]:[cH1]:[cX3](:[cH0]2:[cX3]1))
insilico,3856,13248,Un13248,O=[CH0]([CH1]([CH2][#6])N[CH0](=O)[#6])N[#6]
insilico,3857,13249,Un13249,[CX4][NH0]([CH2][CX4])[CH2][CX4]
insilico,3858,13250,Un13250,[cX3]([cX3](a))[cX3]([cH0]([cX3](a))[CH1]1[CX4]([CH1]([CH1]([CH1]([OH0]1)[CH2][OH1])[OH1])[OH1]))
insilico,3859,13252,Un13252,n1:[cX3]:s:[cH1]:[cH0]1[cH0]1:[cH1]:[cH1]:[cX3](:[cH1]:[cH1]1)
insilico,3860,13256,Un13256,[cH1]1[cH1][cH1][cH0]([cH1][cH1]1)[CH0](=[OH0])[NH1][CX4]
insilico,3861,13257,Un13257,[CX4]([CH1]([OH0][CX4])[CH2][OH1])
insilico,3862,13258,Un13258,[cH1]1[cH1][cX3]([cH1][cH1][cH0]1[CH2][CH1]([CH0](=[OH0])[NX3])[NH2])
insilico,3863,13260,Un13260,[cX3]1[cH1][cH1][cH0]([cH1][cH1]1)[CX4]([CX4])([cH0]1[cH1][cH1][cH1][cH1][cH1]1)
insilico,3864,13262,Un13262,[CX4][CX4][CX4][CH2][OX2]
insilico,3865,13265,Un13265,[cH1]1:[cH1]:[cX3](:[cX3]:[cH1]:[cH0]1[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cX3]1)
insilico,3866,13267,Un13267,[CX4]([CX4][OH0][PX4](=[OH0])[OH1])[OX2]
insilico,3867,13270,Un13270,[CH3]O[cH0]1:[cH0](:[cH1]:[cH0](:[cH0](:[cH0]1[#8])[#6])[#8])O[#6]
insilico,3868,13280,Un13280,[cH1]1[cH1][cX3]([cH1][cH1][cH0]1-[cX3](a)[oH0][cX3]([cX3]a))
insilico,3869,13282,Un13282,[CX4][cX3](a)[cH0]1[cH1][cH1][cH1][cH1][cX3]1a
insilico,3870,13283,Un13283,[CX3][CX4]([CH1]([CX4]([CH2][CX4]))[CX4])
insilico,3871,13288,Un13288,[#8]=[CH0]([#6])N[CH1]([CH2][CH2][CH2][#7])[#6]
insilico,3872,13290,Un13290,[CH3][CX4]([CX4]1([CH2][CH2][CX4]([CX4]1([CX4]))))
insilico,3873,13294,Un13294,[NX3][CX3]([cH0]1[cH1][cH0]([cX3]([cH1][cX3]1))[ClH0])
insilico,3874,13295,Un13295,O=[CH0]([cH0]1:[cH1]:[cH1]:[#6](:[#6]:[cH0]1O))O
insilico,3875,13299,Un13299,[CX4]([CH2][CH2][CX3](=[CX3][CX3](=[OH0])))
insilico,3876,13302,Un13302,[CH3][CH0]([#6])([CH2][#6])[#6]
insilico,3877,13306,Un13306,O[CH1]1[CH1](O[#6])[CH1]([CH1](O[CH1]1O[#6])[CH2][#8])[#8]
insilico,3878,13307,Un13307,[CX4]1[CX4][CX4]([CH2][CH0](=[CH1][CX3](=[OH0]))[CX4]1[CH3])
insilico,3879,13309,Un13309,[OX2][CX4][nX3](a)[cH0]1[nH0][cX3]([nH0][cH0]([cX3]1a)[NH2])
insilico,3880,13311,Un13311,O=[CH0]([CH2][#6])N([#6])[#6]
insilico,3881,13317,Un13317,[CX3][CX4]1([CX4]([CH2][CX4]([CX4]([CX4]1)([CX4]))))
insilico,3882,13318,Un13318,[CX4][cH0]1[cX3]([cX3]([cH0]([cX3]([cH0]1[OH1]))[OX2]))
insilico,3883,13319,Un13319,[CH3][cH0]1:[cH0](:[cH0]2:[cH0](:n1):[cH1]:[cH1]:[cX3](:[cH1]2))[#6]
insilico,3884,13320,Un13320,[cX3]([cX3](a)[CH2][CX4]([CX3][NH1][CX4]))a
insilico,3885,13322,Un13322,O=[CH0](N[CH2][cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]1)[#6]
insilico,3886,13325,Un13325,[CX3](=[CH1][cH0]1[cH1][cH1][cH0]([cH1][cH1]1)[OH1])
insilico,3887,13329,Un13329,[CH2]([CH2][CH2][NX3][cX3](a)[nH0][cX3](a))[CX4]
insilico,3888,13334,Un13334,[#8]=[CH0]1[cH0](:[cH0](:[cH1]:[#6])[#8][#6]([CH2]1)):[#6]
insilico,3889,13336,Un13336,[SX2][CX3][NX3]
insilico,3890,13337,Un13337,[NX3][CX3][cH0]1[cH1][cX3]([cX3]([cX3]([cH1]1)))
insilico,3891,13338,Un13338,[CX4][CX4]([CX4]([CX4]))[cH0]1[cX3][cH1][cH1][cX3]([cX3]1)
insilico,3892,13339,Un13339,[cH1]1:[cH0]([#6]):[cH1]:[cX3](:[cX3](:[cX3]1))
insilico,3893,13342,Un13342,O=[CH0]([#8])[CH1]=[CH1][cH0](:[#6]):[cH1]:[cH1]:[#6]
insilico,3894,13348,Un13348,[cX3](a)([cH1][cX3]([cX3](a)[OX2]))[CX3]
insilico,3895,13355,Un13355,[cX3](a)[cX3]([cH1][cH0]([cX3](a)[OH1])[OX2])
insilico,3896,13359,Un13359,[CX4][CH2][CX4]([CX4])[CX4]([CX3]=[OH0])
insilico,3897,13360,Un13360,[#8]=[CH0](N[CH1]([CH2][#6])[CH2][#6])[#6]
insilico,3898,13363,Un13363,[CX4][cH0]1[cH0]([CH2][CX4])[cH0]2[cH0]([nH1]1)[cH1][cH1][cH0]([cH1]2)[OX2]
insilico,3899,13365,Un13365,[CX4][cX3](a)[cX3]([cH1][cX3](a)[OH0][CX4])
insilico,3900,13368,Un13368,O[CH1]([CH1]([#7])[#8])[#6]
insilico,3901,13372,Un13372,[cX3]1[cH1][cX3]([cH0]([CX3](=[CX3]([CH2][CX4])))[cX3]([cH1]1))
insilico,3902,13374,Un13374,[CX4]([CX4]([CX4]([CX4]([CX4][OX2]))))
insilico,3903,13375,Un13375,[#6][cH0]1:n:[cH0]2:[cH1]:[cH1]:[cH1]:[cH1]:[cH0]2:[cX3]1
insilico,3904,13377,Un13377,[CX3](=[CX3][CH3])[CX4][cH0]1[cH1][cH0]([cH0]([cX3]([cH1]1))[OH1])[OX2]
insilico,3905,13378,Un13378,O[CH1]1[CH1]([CH1]([CH1](O[CH1]([CH0]([CH3])([#6])[CH3])[#6])O[CH1]1[CH2]O)O)O
insilico,3906,13379,Un13379,O[CH1]1[CH1]([CH1]([CH1]([CH3])O[CH1]1O[CH1]([CH1]([#6])O)[CH1]([#6])O)O)O
insilico,3907,13380,Un13380,[CX4][CH1]([CX4])[CH1]=[CX3]
insilico,3908,13381,Un13381,[CH3][CH0](=[OH0])[NH1][CX4][CX4][CX4]
insilico,3909,13382,Un13382,[cH1]([cX3]a)[cH0]([cX3](a)[FH0])[NH1][CH0](=[OH0])[CX4]
insilico,3910,13389,Un13389,[CX4][OH0][cH0]1[cX3]([cH1][cX3][cH0]([CH2][CX4])[cH1]1)
insilico,3911,13391,Un13391,[#6][cH0]1:[cH0]([#8]):[cH1]:[cH1]:[cX3](:[cX3]1)
insilico,3912,13393,Un13393,[CH3][CH1]=[CH1][CX3]
insilico,3913,13395,Un13395,[CH3][CX4][CX4]([CX4]([CX4]([CX4])))[OH1]
insilico,3914,13396,Un13396,[CH1]#[#6]
insilico,3915,13398,Un13398,S[CH2][CH1]([#6])N
insilico,3916,13401,Un13401,[CX4][OH0][cH0]1[cX3][cH1][cX3][cX3][cH0]1[OX2]
insilico,3917,13402,Un13402,[cX3](a)([cX3]a)[OH0][CH2][CH0](=[OH0])[NH1][CH1]([CX4]a)[CH0](=[OH0])[OH1]
insilico,3918,13408,Un13408,[CH3][CH0](=O)N[CH1]([#6])[CH0](=O)O
insilico,3919,13410,Un13410,[CX3][CX4]([CX4]([CH2][cH0]1[cH1][cH1][cX3][cH1][cH1]1))
insilico,3920,13415,Un13415,[#6][CH2]N([cH0](:n:[#6]):[#6])[#6]
insilico,3921,13416,Un13416,[#8]=[CH0](N([#6])[#6])[CH1]([CH2][cH0]1:[#6]:[#7]:[cH0](:[#6]):[cH0]1:[#6])N
insilico,3922,13422,Un13422,[#6][CH0]12[CH2][CH1]([CH1]([CH1]([CH2][#6])[CH1]1[CH2][#6][#6]2)[#6])[#8]
insilico,3923,13424,Un13424,[CX4][NH1][CX3]([CX4][CH2][CX4]([CH3]))
insilico,3924,13425,Un13425,[CX4]([CH1]([CX3](=[OH0]))[NH1][CX3](=[OH0]))
insilico,3925,13431,Un13431,O[cH0]1:[#6](:[#6]:[cH1]:[cH0](:[cH0]1[#6])[CH0](=O)[#6])
insilico,3926,13432,Un13432,[CH2]([CH2][CH2][CH2][CH2][CH2][#6])[CH2][CH2][CH2][#6]
insilico,3927,13433,Un13433,O=[CH0](N[cH0](:[cH1]:[#6]):[#6])[CH2]S
insilico,3928,13435,Un13435,[CH3][CH0]1([CH1]([CH2][CH2][CH0]2([CH1]1[CH2][CH2][CH0]([CH1]2[CH2][#6])([#6])[CH3])[CH3])O[CH1]([CH1]([#6])O)O[#6])[CH3]
insilico,3929,13439,Un13439,[CH3]O[cH0](:[#6]):[cH0](:[#6])Br
insilico,3930,13440,Un13440,[CX3]=[CH1][CH2][CX4]([CX4][CH2][CX4])
insilico,3931,13441,Un13441,[CX4]([CH1]([CX4][CH3])[CX4]([CX4])[CH3])
insilico,3932,13442,Un13442,[NX3][CH1]([CH2][cH0]1[cH1][nH0][cH1][nH1]1)[CH0](=[OH0])[NX3]([CX4])
insilico,3933,13444,Un13444,[cX3]1[cH0]([CH2][CH2][NX3])[cX3](a)[cX3](a)[nH1]1
insilico,3934,13445,Un13445,[CX4]([CX4][OH1])[CX4]([CH2][CX4])
insilico,3935,13446,Un13446,[#8][cH0]1:[#6](:[#6](:[cH1]:[cH0]2:[cH0]1O[CH2]O2))
insilico,3936,13447,Un13447,[cH1]1:[cH1]:o:[cH0]2:[cH0]1:[cX3](:[cH0]([#6]):[cH0](:[cX3]2)[#8])
insilico,3937,13448,Un13448,O[cH0]1:[#6](:[cH1]:[cH0]([CH2][#7]):[cH1]:[cH1]1)
